macos_arm64	Diagram.Source.Studio_0.1.13_aarch64.dmg	206
macos_x64	Diagram.Source.Studio_0.1.13_x64.dmg	206
windows	Diagram.Source.Studio_0.1.13_x64-setup.exe	206
linux_appimage	Diagram.Source.Studio_0.1.13_amd64.AppImage	206
linux_deb	Diagram.Source.Studio_0.1.13_amd64.deb	206
